,ip,app,device,os,channel,is_attributed,date,time
20764,166585,18,1,19,121,0,8,16
20765,8718,7,1,28,101,0,9,13
20766,154514,2,1,53,469,0,9,7
20767,134905,12,1,19,409,0,9,7
20768,27042,12,1,18,105,0,9,3
20769,134394,15,2,18,245,0,8,15
20770,77083,15,1,6,245,0,7,1
20771,118844,18,1,8,107,0,9,12
20772,750,15,2,13,138,0,9,7
20773,185567,13,1,18,477,0,7,1
20774,104530,3,1,13,130,0,6,23
20775,75632,15,1,8,245,0,7,5
20776,84703,3,1,19,280,0,7,1
20777,161986,35,1,25,274,1,7,11
20778,259911,3,1,12,280,0,8,15
20779,273044,12,1,32,340,0,8,3
20780,29489,21,2,13,232,0,9,2
20781,41062,3,1,32,452,0,9,9
20782,184701,9,1,17,232,0,7,2
20783,111805,2,1,13,205,0,8,1
20784,93460,6,1,20,459,0,9,11
20785,73516,21,1,13,128,0,7,5
20786,49768,12,1,19,259,0,8,6
20787,297820,8,1,10,145,0,9,10
20788,37295,3,1,19,205,0,8,2
20789,81319,9,1,19,232,0,7,11
20790,97412,13,1,13,477,0,8,14
20791,8929,3,1,13,280,0,7,0
20792,123794,3,1,13,280,0,8,2
20793,194796,3,1,19,137,0,7,4
20794,49462,15,1,19,245,0,7,13
20795,308410,23,1,9,30,0,9,14
20796,76707,3,1,19,280,0,9,6
20797,29315,12,1,14,265,0,8,13
20798,92735,9,2,3,234,0,8,17
20799,93664,12,1,41,277,0,7,0
20800,9955,9,1,20,244,0,8,7
20801,248128,11,1,19,481,0,8,3
20802,125436,11,1,17,360,0,7,0
20803,102695,12,1,23,245,0,7,13
20804,103221,15,1,15,3,0,7,4
20805,50197,2,1,19,477,0,9,6
20806,79827,151,0,24,347,0,9,7
20807,76546,3,1,19,280,0,8,2
20808,42867,14,1,19,442,0,8,4
20809,143233,26,1,13,266,0,7,3
20810,29302,3,1,37,379,0,9,9
20811,10316,3,1,28,442,0,8,2
20812,71591,20,1,19,259,0,9,15
20813,133944,12,1,10,178,0,7,4
20814,92867,9,1,19,215,0,7,1
20815,106674,3,1,15,280,0,9,7
20816,95029,3,2,13,280,0,8,14
20817,6479,12,1,19,328,0,7,14
20818,92464,14,1,13,489,0,8,4
20819,145210,14,1,13,134,0,9,4
20820,8356,2,1,22,237,0,9,8
20821,123859,12,1,19,328,0,7,3
20822,9867,12,1,8,265,0,9,12
20823,175845,23,1,3,153,0,7,2
20824,71805,27,1,14,122,0,9,8
20825,185993,18,3032,607,107,0,6,23
20826,740,3,1,35,409,0,8,0
20827,92673,12,1,23,265,0,8,1
20828,119289,3,1,19,211,0,7,12
20829,132390,28,1,25,135,0,7,8
20830,313289,2,1,19,258,0,9,12
20831,100530,11,1,41,319,0,9,14
20832,36524,15,1,25,245,0,6,17
20833,113109,2,1,41,477,0,9,6
20834,202131,12,1,13,259,0,6,17
20835,138561,7,1,2,101,0,8,5
20836,58011,12,1,17,145,0,7,16
20837,124814,26,1,18,121,0,7,7
20838,296953,11,1,18,487,0,9,0
20839,121308,3,1,13,137,0,8,23
20840,91424,14,1,32,134,0,7,10
20841,22760,26,1,19,121,0,9,0
20842,107986,2,1,19,122,0,9,3
20843,4957,3,1,13,280,0,9,6
20844,161814,14,1,22,467,0,9,6
20845,73516,8,1,13,145,0,9,12
20846,214519,2,1,19,237,0,8,8
20847,198524,15,1,15,265,0,9,15
20848,203803,6,1,10,125,0,7,13
20849,5348,12,1,10,105,0,8,10
20850,58760,2,1,19,469,0,7,2
20851,20385,15,1,13,265,0,8,16
20852,39698,12,1,14,328,0,7,2
20853,93814,18,1,10,107,0,7,10
20854,58284,2,1,13,236,0,8,16
20855,94267,3,1,13,115,0,8,15
20856,56722,3,1,19,280,0,7,2
20857,70749,19,0,50,213,0,6,16
20858,182880,12,1,30,265,0,9,10
20859,20878,9,1,19,107,0,9,0
20860,65773,9,1,10,445,0,8,23
20861,95434,15,1,19,245,0,6,17
20862,26569,12,1,19,340,0,8,18
20863,112418,18,1,19,30,0,8,2
20864,106210,15,1,12,245,0,7,7
20865,90891,15,1,19,245,0,8,9
20866,114276,3,1,19,489,0,8,4
20867,15630,18,1,9,121,0,8,0
20868,52336,13,1,13,400,0,7,7
20869,94048,3,1,19,280,0,7,7
20870,94115,26,1,17,121,0,7,6
20871,106200,15,1,14,315,0,9,11
20872,86521,18,1,13,121,0,9,9
20873,114120,3,1,15,280,0,7,0
20874,26799,3,1,43,280,0,7,3
20875,100132,64,1,8,459,0,8,2
20876,13001,3,1,22,205,0,9,13
20877,18458,15,1,17,245,0,7,6
20878,27294,3,2,6,137,0,8,2
20879,50136,15,1,17,3,0,8,9
20880,93887,18,1,11,107,0,7,11
20881,29029,12,1,13,178,0,7,4
20882,296598,3,1,8,409,0,9,1
20883,76343,11,1,17,173,0,9,5
20884,70834,3,1,13,280,0,7,2
20885,47696,1,1,19,115,0,7,10
20886,187652,39,1,18,213,1,7,1
20887,52094,2,1,19,237,0,9,1
20888,37375,18,1,19,107,0,8,10
20889,119289,9,2,9,258,0,7,21
20890,13186,18,1,19,121,0,8,16
20891,50220,3,1,37,280,0,8,7
20892,4019,21,1,18,128,0,7,8
20893,78450,3,1,22,280,0,8,0
20894,139469,12,1,13,178,0,9,10
20895,111638,18,1,13,439,0,9,12
20896,40459,3,1,2,280,0,8,7
20897,110354,12,1,28,328,0,7,6
20898,108687,24,1,10,105,0,8,15
20899,5348,2,1,19,469,0,8,10
20900,92766,10,1,22,317,0,9,12
20901,2786,2,1,11,219,0,9,7
20902,35321,15,1,18,140,0,7,9
20903,201182,8,2,37,259,0,6,21
20904,165970,18,1,37,439,0,8,14
20905,78506,3,1,17,280,0,7,9
20906,11829,3,1,35,442,0,9,3
20907,124763,1,1,27,178,0,7,14
20908,120855,3,1,13,130,0,9,4
20909,123803,15,1,18,386,0,7,4
20910,5404,18,1,13,376,0,8,19
20911,108519,15,1,19,130,0,8,11
20912,105358,12,1,17,178,0,8,10
20913,53454,15,1,8,480,0,7,12
20914,10826,24,1,32,105,0,7,0
20915,105994,12,1,10,205,0,8,6
20916,91006,3,1,22,137,0,9,7
20917,142900,1,1,22,115,0,7,9
20918,198820,64,1,23,459,0,9,9
20919,16998,3,1,41,173,0,8,5
20920,121476,13,1,19,477,0,8,12
20921,73487,3,1,2,153,0,8,16
20922,33916,36,1,19,373,0,9,8
20923,111025,18,1,3,107,0,6,23
20924,32493,3,1,47,280,0,8,5
20925,118657,12,1,19,245,0,7,5
20926,98762,14,1,13,442,0,8,9
20927,2647,12,1,11,265,0,7,6
20928,17149,12,1,13,340,0,8,10
20929,111186,26,1,17,121,0,7,3
20930,125711,18,1,13,107,0,9,7
20931,32932,18,1,43,121,0,7,13
20932,145616,3,1,23,211,0,9,15
20933,11518,18,1,25,439,0,7,4
20934,89861,3,1,9,280,0,7,5
20935,34087,15,1,15,111,0,7,21
20936,2574,7,1,19,101,0,9,4
20937,148540,3,1,17,280,0,8,3
20938,114220,3,1,10,280,0,8,10
20939,63698,8,1,22,145,0,8,14
20940,109298,12,1,6,265,0,8,1
20941,59117,18,1,8,376,0,8,16
20942,110061,3,1,19,280,0,9,5
20943,125233,12,1,18,178,0,8,0
20944,81447,21,1,20,232,0,9,12
20945,89562,12,1,13,178,0,8,9
20946,273655,14,1,19,379,0,8,13
20947,108044,2,1,13,219,0,8,0
20948,61048,18,1,18,107,0,7,10
20949,344113,9,1,19,466,1,8,18
20950,75520,26,1,23,121,0,8,23
20951,48282,3,1,22,280,0,8,21
20952,105433,2,2,19,205,0,8,13
20953,59955,14,1,13,134,0,7,23
20954,7474,15,1,19,245,0,8,17
20955,9311,18,1,17,439,0,8,12
20956,124002,9,1,6,134,0,7,16
20957,148488,3,1,2,115,0,8,5
20958,75595,7,1,19,101,0,9,9
20959,107716,3,1,13,280,0,7,1
20960,8180,12,1,37,140,0,9,3
20961,119488,9,2,49,234,0,7,11
20962,4019,15,1,32,245,0,8,12
20963,119289,93,1,15,371,0,9,12
20964,105120,2,1,13,236,0,8,5
20965,130204,15,1,27,153,0,9,9
20966,150747,3,1,19,173,0,7,4
20967,181168,3,1,13,280,0,9,5
20968,44465,3,1,19,466,0,8,1
20969,318352,9,1,41,442,0,9,0
20970,18493,21,1,12,128,0,7,20
20971,18804,29,1,19,343,0,8,13
20972,71610,3,1,43,137,0,7,14
20973,100971,3,1,19,371,0,8,0
20974,114276,3,1,13,280,0,8,0
20975,150712,12,1,13,328,0,7,11
20976,191846,2,1,13,469,0,8,0
20977,63960,1,1,14,134,0,7,7
20978,33712,28,1,19,135,0,7,8
20979,236755,8,1,19,145,0,8,14
20980,63147,15,1,17,245,0,8,13
20981,83604,15,1,17,140,0,6,23
20982,191104,12,1,19,205,0,7,13
20983,84896,12,2,20,178,0,7,3
20984,8230,2,1,18,258,0,7,0
20985,161518,15,1,13,245,0,8,15
20986,65700,64,1,20,459,0,7,9
20987,137052,24,2,9,105,0,8,22
20988,281869,3,1,10,280,0,8,2
20989,121094,13,1,17,477,0,9,0
20990,9039,12,1,19,409,0,9,14
20991,150786,2,1,19,122,0,7,11
20992,87998,12,1,13,265,0,9,0
20993,78416,26,1,15,121,0,9,2
20994,80372,13,1,20,469,0,9,7
20995,5348,64,1,17,459,0,8,14
20996,67442,12,1,27,259,0,6,19
20997,33569,2,1,19,452,0,6,16
20998,123878,3,1,3,280,0,8,13
20999,198525,18,3032,607,107,0,7,0
21000,205145,21,1,22,128,0,7,0
21001,13679,12,1,19,178,0,6,22
21002,29551,15,1,13,245,0,7,19
21003,25648,2,1,19,205,0,7,2
21004,79055,14,1,13,480,0,9,0
21005,63760,14,1,28,463,0,7,7
21006,57317,1,1,13,137,0,7,3
21007,20957,25,1,19,259,0,7,2
21008,86754,3,1,8,280,0,8,2
21009,7246,15,1,30,278,0,7,14
21010,58680,11,1,41,481,0,8,0
21011,356327,24,1,19,105,0,9,1
21012,112341,9,1,22,107,0,9,12
21013,79827,29,1,19,210,0,8,11
21014,100562,150,1,19,110,0,8,9
21015,41028,2,1,25,435,0,9,5
21016,81097,3,1,23,280,0,7,3
21017,91040,3,1,17,280,0,9,4
21018,181311,12,1,13,481,0,7,4
21019,296388,9,1,20,258,0,9,10
21020,106281,18,1,6,439,0,9,5
21021,5314,2,1,9,236,0,8,12
21022,93430,18,1,13,107,0,8,1
21023,304834,9,1,32,442,0,8,16
21024,21271,15,1,6,245,0,9,1
21025,120740,26,1,17,477,0,9,13
21026,50489,11,1,19,173,0,8,21
21027,13578,64,1,19,459,0,9,9
21028,47618,12,1,15,245,0,8,6
21029,66000,3,1,13,113,0,9,15
21030,46789,3,1,19,211,0,9,12
21031,165982,18,1,13,121,0,8,7
21032,73516,6,1,10,125,0,7,23
21033,16588,14,1,13,349,0,7,23
21034,125895,12,1,47,259,0,8,1
21035,7335,23,1,8,153,0,7,9
21036,67393,18,1,13,121,0,7,0
21037,99437,15,1,20,412,0,8,3
21038,111602,3,1,13,280,0,8,4
21039,121472,15,1,13,265,0,8,11
21040,96198,7,1,13,101,0,9,4
21041,55119,3,1,17,424,0,8,10
21042,182605,29,1,19,101,1,7,14
21043,102082,2,1,22,435,0,8,13
21044,127072,15,1,19,111,0,8,16
21045,352964,27,1,19,122,0,9,11
21046,73011,18,1,2,134,0,9,12
21047,111159,15,1,6,245,0,8,5
21048,336233,7,1,17,101,0,9,4
21049,66306,8,1,13,259,0,7,18
21050,106493,18,1,13,121,0,9,15
21051,50341,2,1,19,435,0,7,13
21052,69944,2,1,14,469,0,6,18
21053,221743,2,1,9,243,0,8,13
21054,331503,12,1,19,265,0,9,9
21055,128426,3,1,8,409,0,9,7
21056,74264,2,1,20,212,0,8,16
21057,31783,3,1,25,280,0,7,13
21058,96165,12,1,13,259,0,9,1
21059,9101,15,1,37,245,0,8,12
21060,32612,3,1,32,280,0,8,4
21061,174885,15,1,17,265,0,8,6
21062,2864,12,1,9,140,0,7,13
21063,76616,9,1,13,334,0,7,9
21064,144004,3,1,19,280,0,8,15
21065,5314,21,1,3,128,0,6,22
21066,115746,2,1,13,219,0,8,0
21067,84004,3,1,22,280,0,8,7
21068,59331,13,1,18,477,0,7,14
21069,94751,3,1,13,280,0,7,3
21070,95111,18,1,20,121,0,8,23
21071,6516,14,1,13,442,0,8,9
21072,67606,9,1,41,134,0,8,17
21073,234242,14,1,47,401,0,9,14
21074,263039,10,1,20,113,0,7,21
21075,108221,12,1,25,259,0,7,17
21076,30824,6,1,1,459,0,7,5
21077,81629,29,1,25,343,0,9,9
21078,25373,18,1,10,107,0,7,9
21079,124809,27,1,17,122,0,8,12
21080,43827,24,2,30,178,0,9,11
21081,109480,18,1,13,107,0,7,5
21082,33247,12,1,23,259,0,8,10
21083,61970,36,1,19,110,0,9,9
21084,188594,12,1,1,19,0,8,10
21085,102443,3,1,13,280,0,8,6
21086,71969,3,1,19,280,0,8,6
21087,117358,14,1,19,480,0,8,22
21088,38975,23,1,16,153,0,8,23
21089,209663,28,1,27,135,0,8,3
21090,123881,3,1,19,280,0,8,4
21091,92852,15,2,16,140,0,8,12
21092,197227,15,1,18,245,0,8,6
21093,289538,3,1,13,135,0,9,11
21094,102149,3,1,13,137,0,7,12
21095,54536,2,1,13,237,0,7,13
21096,210106,1,1,17,150,0,8,15
21097,181270,13,1,19,477,0,8,10
21098,97361,2,1,13,212,0,7,3
21099,363414,8,1,13,145,0,9,14
21100,110624,12,2,9,259,0,6,17
21101,111176,2,1,19,122,0,7,1
21102,23073,11,1,18,487,0,7,14
21103,34431,3,1,26,442,0,9,1
21104,121471,11,1,3,325,0,7,10
21105,85625,12,1,13,245,0,8,6
21106,3363,13,1,19,477,0,9,4
21107,56702,15,1,17,480,0,7,11
21108,71575,9,1,31,334,0,7,9
21109,93620,3,1,10,280,0,8,11
21110,34537,15,1,22,111,0,8,7
21111,50395,12,1,17,328,0,8,11
21112,39561,3,1,13,379,0,7,3
21113,36185,11,1,8,319,0,9,1
21114,88474,3,1,13,280,0,8,1
21115,44328,18,1,20,107,0,7,16
21116,18208,9,1,18,489,0,8,14
21117,56728,3,1,19,489,0,8,13
21118,118475,12,1,12,340,0,9,0
21119,83491,2,1,19,364,0,8,0
21120,96989,12,1,25,497,0,7,9
21121,71238,3,1,9,424,0,9,1
21122,361857,12,1,19,265,0,9,6
21123,100300,26,1,19,121,0,7,3
21124,99503,1,1,18,150,0,8,22
21125,102174,12,2,13,105,0,7,23
21126,7664,3,1,6,280,0,7,17
21127,37559,12,1,19,242,0,8,0
21128,292387,9,1,18,466,0,9,13
21129,85193,15,1,19,245,0,7,2
21130,31542,7,2,19,101,0,9,9
21131,133457,8,1,19,145,0,6,19
21132,53469,11,1,35,487,0,8,4
21133,26896,9,1,6,244,0,7,10
21134,176739,3,1,13,115,0,8,12
21135,118229,12,1,27,205,0,7,13
21136,121428,15,1,13,386,0,8,19
21137,125865,17,1,35,280,0,7,6
21138,88055,27,1,19,153,0,7,4
21139,18108,15,1,34,3,0,8,16
21140,155237,9,1,35,466,0,9,9
21141,225019,12,1,13,19,0,8,16
21142,91836,3,1,19,452,0,9,15
21143,135690,14,1,19,379,0,9,12
21144,38763,12,1,9,265,0,7,8
21145,118215,9,1,20,334,0,9,0
21146,94182,2,1,20,469,0,7,14
21147,95766,15,1,9,245,0,7,9
21148,110034,15,1,6,245,0,8,16
21149,51683,2,1,41,477,0,8,6
21150,185241,12,1,18,481,0,7,8
21151,52225,3,1,13,135,0,6,18
21152,14874,3,1,3,280,0,8,13
21153,62853,3,1,17,280,0,8,1
21154,73582,3,1,18,480,0,7,6
21155,9513,14,1,19,379,0,8,1
21156,164873,14,1,17,442,0,9,3
21157,37233,9,2,19,334,0,9,0
21158,97712,24,1,19,105,0,7,11
21159,93291,2,1,10,205,0,9,9
21160,92949,9,1,14,215,0,7,2
21161,92964,2,1,17,477,0,8,4
21162,53730,2,1,19,469,0,7,8
21163,47146,22,1,13,116,0,9,14
21164,144109,2,1,13,236,0,8,4
21165,81000,12,1,19,259,0,9,7
21166,148815,23,1,18,153,0,9,6
21167,169081,13,1,19,469,0,7,23
21168,117867,28,1,13,135,0,8,3
21169,211026,64,1,18,459,0,7,0
21170,5721,3,1,13,280,0,7,6
21171,36363,18,1,23,376,0,8,22
21172,228194,14,1,13,478,0,8,5
21173,64510,18,1,19,134,0,8,8
21174,44744,2,1,19,258,0,7,14
21175,67682,29,1,16,343,0,6,17
21176,34036,8,1,19,145,0,9,12
21177,71165,9,1,8,334,0,9,0
21178,29085,3,1,42,424,0,7,5
21179,177121,15,1,13,315,0,7,15
21180,108942,12,1,11,19,0,7,5
21181,12505,2,1,6,205,0,9,0
21182,1638,14,1,25,379,0,8,0
21183,55567,18,1,1,107,0,9,10
21184,77748,9,1,20,445,0,9,4
21185,5314,18,1,6,107,0,8,9
21186,62499,11,1,5,325,0,7,4
21187,182302,14,1,18,123,0,7,13
21188,72651,21,1,17,128,0,8,2
21189,50482,9,2,19,466,0,8,8
21190,59572,2,1,13,401,0,8,2
21191,98748,1,1,17,134,0,9,7
21192,170076,12,1,19,265,0,9,14
21193,20533,20,1,13,259,0,8,3
21194,113358,15,1,35,245,0,7,0
21195,37161,3,1,9,205,0,7,8
21196,41725,18,3543,748,107,0,7,17
21197,61237,25,1,37,259,0,7,6
21198,67313,7,1,3,101,0,9,14
21199,228617,3,1,16,379,0,7,20
21200,89913,18,1,19,121,0,7,12
21201,47984,3,1,13,280,0,7,4
21202,43421,12,1,17,259,0,9,11
21203,75634,2,1,20,205,0,9,6
21204,53751,25,1,10,259,0,7,14
21205,258597,18,1,15,107,0,8,1
21206,102118,15,1,19,3,0,7,14
21207,16284,15,1,25,245,0,7,12
21208,23878,12,1,18,259,0,9,13
21209,167022,9,1,13,466,0,8,3
21210,114636,3,1,17,280,0,9,2
21211,31597,12,2,18,178,0,9,1
21212,18788,3,1,14,205,0,9,3
21213,31076,3,1,20,280,0,8,2
21214,183782,2,1,18,212,0,8,17
21215,247756,12,1,35,178,0,8,5
21216,104189,2,1,20,435,0,9,11
21217,42028,14,1,17,401,0,7,8
21218,157013,12,1,19,178,0,7,3
21219,22429,19,0,0,213,0,9,5
21220,29212,14,1,26,480,0,9,1
21221,48282,3,1,18,115,0,9,7
21222,34809,1,1,10,377,0,8,4
21223,101894,17,1,15,280,0,8,23
21224,5147,21,1,19,128,0,9,0
21225,173212,14,1,13,349,0,8,3
21226,89103,3,1,19,211,0,9,13
21227,111025,22,1,12,116,0,8,14
21228,113662,2,1,20,236,0,7,1
21229,166321,26,1,37,266,0,7,1
21230,98274,12,1,13,340,0,9,10
21231,31065,2,1,43,435,0,7,4
21232,118229,29,1,16,343,0,8,4
21233,82769,9,1,10,466,0,8,1
21234,77048,2,1,8,205,0,9,6
21235,67734,1,1,19,124,0,8,1
21236,77065,12,1,19,328,0,8,9
21237,17486,3,1,19,137,0,9,12
21238,5348,15,1,13,265,0,6,22
21239,183513,3,1,1,173,0,8,5
21240,102235,9,2,18,258,0,8,17
21241,106485,3,1,17,280,0,8,0
21242,19592,18,1,13,121,0,9,2
21243,16952,2,1,19,435,0,8,1
21244,125510,3,1,19,379,0,9,10
21245,125271,2,1,13,477,0,8,5
21246,32783,2,1,25,237,0,7,15
21247,75576,13,1,13,477,0,8,2
21248,67548,2,1,19,236,0,8,2
21249,55920,25,1,53,259,0,7,10
21250,118756,15,1,19,245,0,7,16
21251,84701,15,1,17,315,0,9,14
21252,199379,1,1,15,135,0,8,6
21253,106778,15,1,19,245,0,8,9
21254,28362,1,1,3,439,0,8,0
21255,113098,18,1,13,121,0,8,11
21256,38438,18,1,19,121,0,8,2
21257,73467,12,1,12,19,0,7,3
21258,105475,28,1,19,135,0,6,21
21259,39762,9,1,18,244,0,7,6
21260,93587,21,1,13,128,0,9,4
21261,207759,18,1,13,107,0,7,10
21262,4989,2,1,41,236,0,7,1
21263,92673,18,1,19,107,0,8,15
21264,119349,15,1,19,278,0,9,13
21265,256274,6,1,13,125,0,8,4
21266,76761,64,1,41,459,0,7,14
21267,41232,9,1,19,244,0,9,7
21268,77792,3,1,20,280,0,7,2
21269,84948,2,1,10,469,0,7,5
21270,165032,12,1,18,265,0,8,5
21271,5348,12,1,9,178,0,8,10
21272,41313,3,1,18,280,0,9,1
21273,212241,32,1,19,376,0,8,13
21274,43996,2,1,53,435,0,7,12
21275,79555,12,1,19,178,0,7,1
21276,90509,9,2,17,234,0,7,14
21277,106162,15,1,13,111,0,9,13
21278,112936,14,1,15,379,0,7,2
21279,74013,2,1,25,236,0,7,1
21280,4760,2,2,4,237,0,8,23
21281,439,19,0,748,343,0,8,5
21282,153849,7,1,19,101,0,9,3
21283,185666,7,1,19,101,0,7,9
21284,130705,2,1,19,122,0,9,12
21285,81245,3,1,17,137,0,8,22
21286,115543,3,1,6,280,0,8,7
21287,8528,2,1,37,212,0,7,15
21288,4784,18,1,17,121,0,7,14
21289,305074,14,1,14,478,0,9,4
21290,123340,12,1,19,265,0,9,9
21291,8610,18,1,42,121,0,9,5
21292,77328,2,1,18,236,0,9,1
21293,81331,15,1,13,245,0,6,18
21294,78758,2,1,26,477,0,7,13
21295,41200,183,3032,607,347,0,7,12
21296,124938,3,1,40,480,0,8,9
21297,77772,15,1,13,315,0,8,13
21298,84896,12,1,17,265,0,7,22
21299,13634,15,1,2,140,0,9,13
21300,87314,18,1,18,121,0,7,23
21301,79277,3,1,14,280,0,7,13
21302,88192,1,1,13,135,0,7,10
21303,105406,12,1,18,178,0,9,12
21304,92784,11,1,13,173,0,7,18
21305,64172,12,1,6,178,0,8,2
21306,63872,14,1,8,371,0,8,0
21307,35182,3,1,13,135,0,7,3
21308,195569,18,1,13,134,0,7,0
21309,96872,9,1,19,134,0,7,16
21310,48915,18,1,28,134,0,9,3
21311,262261,17,1,19,280,0,7,19
21312,4989,2,1,12,469,0,7,3
21313,69975,2,1,19,435,0,9,10
21314,111897,13,1,19,477,0,6,23
21315,8347,12,1,17,245,0,6,16
21316,66289,12,1,8,265,0,7,12
21317,36183,2,1,13,205,0,9,2
21318,108913,9,1,18,466,0,7,16
21319,49297,3,1,18,280,0,7,6
21320,88743,3,1,18,280,0,9,4
21321,265852,11,1,18,319,0,8,15
21322,69510,3,1,22,280,0,7,10
21323,121472,9,1,18,244,0,9,9
21324,119093,14,1,19,160,0,9,13
21325,226380,15,1,10,245,0,8,5
21326,111708,3,1,6,280,0,8,3
21327,8430,2,1,19,219,0,9,0
21328,45336,12,1,13,178,0,8,23
21329,146433,8,1,13,145,0,7,4
21330,118339,8,2,15,145,0,9,8
21331,205347,9,1,5,442,0,7,13
21332,123843,3,1,19,280,0,8,8
21333,25676,14,1,13,442,0,8,12
21334,38784,3,1,22,489,0,9,0
21335,179037,9,1,20,234,0,7,2
21336,45841,3,1,13,130,0,8,6
21337,59395,15,1,19,140,0,6,22
21338,124519,18,1,53,121,0,9,4
21339,57646,9,1,13,215,0,8,14
21340,48395,14,1,19,379,0,8,6
21341,59125,12,1,13,105,0,8,4
21342,345885,9,2,11,466,0,9,14
21343,100117,3,1,17,205,0,9,14
21344,44582,28,1,17,135,0,9,3
21345,78272,18,1,9,121,0,6,20
21346,22321,3,1,28,137,0,8,3
21347,17447,3,1,20,280,0,8,3
21348,105456,2,1,19,205,0,7,10
21349,73487,9,1,12,127,0,9,11
21350,217675,9,1,8,442,0,8,3
21351,114314,20,2,9,259,0,8,14
21352,34387,12,1,19,140,0,7,10
21353,98556,2,1,16,122,0,7,13
21354,65864,23,1,18,153,0,7,11
21355,49673,3,2,19,130,0,9,10
21356,34067,15,1,19,245,0,7,7
21357,97444,12,1,9,265,0,9,10
21358,105433,3,1,19,280,0,8,13
21359,119252,3,1,17,280,0,8,2
21360,106839,2,1,18,122,0,8,2
21361,98738,3,1,23,280,0,8,16
21362,43793,18,1,9,439,0,8,10
21363,132596,15,1,8,245,0,6,19
21364,120728,3,1,13,280,0,7,5
21365,86420,12,1,17,245,0,7,17
21366,50300,15,1,25,430,0,7,14
21367,124976,3,1,13,137,0,9,5
21368,110707,8,1,13,145,0,9,4
21369,35149,28,1,18,135,0,8,23
21370,67606,3,1,4,409,0,9,13
21371,8356,2,1,3,237,0,8,17
21372,25223,3,1,9,205,0,9,13
21373,103059,19,36,0,213,1,8,7
21374,4626,3,1,6,115,0,7,15
21375,64769,13,1,13,477,0,7,7
21376,64516,2,1,9,377,0,7,0
21377,142142,18,1,14,107,0,7,23
21378,276771,19,0,24,101,0,8,2
21379,1712,12,1,19,259,0,9,0
21380,156110,15,1,9,430,0,9,8
21381,131207,14,1,43,463,0,7,9
21382,5074,3,1,19,115,0,7,10
21383,26589,2,2,30,364,0,8,3
21384,44663,11,1,19,487,0,8,1
21385,105475,11,1,13,487,0,7,11
21386,217538,12,1,19,122,0,8,14
21387,59145,23,1,13,153,0,7,15
21388,112302,93,1,27,371,0,9,12
21389,14692,12,1,17,19,0,7,12
21390,119289,11,1,10,122,0,7,6
21391,120257,26,1,13,121,0,8,12
21392,11042,15,1,13,379,0,8,9
21393,67407,3,1,44,153,0,9,5
21394,112549,14,1,19,134,0,7,0
21395,206394,18,1,19,107,0,7,5
21396,64282,3,1,19,280,0,7,0
21397,148364,11,1,18,319,0,8,1
21398,101730,3,1,22,280,0,9,2
21399,48282,3,1,1,280,0,9,0
21400,37813,12,1,19,259,0,9,9
21401,74883,8,1,3,145,0,9,6
21402,120338,15,1,10,130,0,8,6
21403,5178,25,1,19,259,0,8,13
21404,34795,3,1,19,409,0,9,2
21405,122411,2,1,20,435,0,9,2
21406,188998,2,2,19,477,0,8,13
21407,49431,64,1,18,459,0,7,6
21408,92766,9,2,8,442,0,7,7
21409,67682,11,1,18,325,0,8,12
21410,111764,9,1,19,232,0,8,9
21411,14950,13,1,31,400,0,7,13
21412,103181,3,1,53,409,0,6,17
21413,43809,3,1,47,280,0,8,9
21414,262689,3,1,19,280,0,9,2
21415,58156,13,1,19,477,0,7,23
21416,5729,3,1,9,19,0,8,2
21417,8768,12,1,13,265,0,8,0
21418,79881,24,1,12,105,0,7,3
21419,23698,11,1,19,319,0,7,10
21420,25705,2,1,13,205,0,7,16
21421,3133,3,1,13,280,0,8,11
21422,114490,2,1,13,205,0,8,7
21423,29140,12,1,26,205,0,8,23
21424,42289,3,1,13,280,0,7,5
21425,8505,3,2,13,280,0,8,15
21426,8068,13,1,10,477,0,8,3
21427,81341,12,1,19,265,0,9,9
21428,29173,9,1,2,215,0,7,2
21429,171446,15,1,17,140,0,9,15
21430,70265,9,1,17,334,0,9,0
21431,34215,18,1,17,121,0,8,11
21432,84460,9,1,41,466,0,9,14
21433,78349,9,1,19,232,0,7,4
21434,36183,2,1,13,205,0,8,16
21435,70656,12,1,19,259,0,8,14
21436,224025,11,1,14,325,0,8,23
21437,84069,1,1,18,17,0,8,9
21438,75574,15,1,19,315,0,8,12
21439,113820,18,1,13,439,0,8,3
21440,111564,12,1,19,340,0,8,7
21441,36823,11,1,19,319,0,8,13
21442,123866,11,1,3,137,0,9,14
21443,109670,7,1,19,101,0,9,6
21444,101250,13,1,4,477,0,8,6
21445,37234,3,1,13,280,0,9,1
21446,96139,6,1,13,459,0,8,11
21447,119349,14,1,19,401,0,8,4
21448,93043,24,1,19,105,0,7,3
21449,76636,12,1,5,409,0,7,0
21450,73278,151,0,76,347,0,7,2
21451,59459,9,1,19,232,0,7,4
21452,105560,18,1,8,107,0,7,15
21453,99754,2,1,13,237,0,8,16
21454,57648,18,1,866,107,0,9,9
21455,25071,2,1,34,205,0,8,16
21456,82722,12,1,6,178,0,7,6
21457,112442,3,1,19,280,0,8,3
21458,82161,2,1,15,469,0,8,10
21459,5670,2,1,10,435,0,7,10
21460,81009,1,1,18,134,0,8,9
21461,175576,9,1,18,127,0,9,8
